23.230818,77.457893,507.200010,8.000000,49.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53850.000000,

23.230799,77.457932,505.000000,8.000000,49.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,55284.000000,

23.230778,77.457962,501.500000,8.000000,49.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56718.000000,

23.230793,77.457954,502.100010,8.000000,49.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58152.000000,

23.230839,77.458023,498.100010,8.000000,49.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59587.000000,

23.230860,77.458054,496.000000,8.000000,49.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,61023.000000,

23.230881,77.458084,495.399990,8.000000,49.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,62459.000000,

23.230881,77.458084,494.700010,8.000000,49.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,63896.000000,

23.230881,77.458092,494.799990,8.000000,49.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,65332.000000,

23.230888,77.458084,495.200010,8.000000,49.000000,17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66768.000000,

23.230888,77.458084,495.700010,8.000000,49.000000,18.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68205.000000,

23.230885,77.458084,496.500000,8.000000,49.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,69641.000000,

23.230883,77.458084,496.399990,8.000000,49.000000,21.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71077.000000,

23.230875,77.458084,496.399990,8.000000,49.000000,23.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72514.000000,


23.230864,77.458061,498.100010,8.000000,49.000000,57.000000,5.423828,-1.650391,-6.326172,8.494831,-10.864258,284.667970,-149.414060,0.000000,0.000000,0.000000,0.000000,15764.000000,

23.230864,77.458061,498.000000,8.000000,49.000000,58.000000,4.904297,-2.914063,-5.099609,7.651791,-4.455566,-121.765140,53.588867,0.000000,0.000000,0.000000,0.000000,17265.000000,

23.230869,77.458069,497.600010,8.000000,50.000000,0.000000,4.496094,-3.093750,-6.228516,8.281338,-71.899414,231.750490,161.254880,0.000000,0.000000,0.000000,0.000000,18765.000000,

